SITE,Z,Date,Zsec,PH,COND,ALK,OP,TFP,TP,CL,NO3,SO4,TN,NH4,SI,Na,Mg,Ca,K,Fe,CHLA,T,DO (mg/l),DO (sat),Zcomp (m)
S,25,28-Aug-1986,,7.40,99.0,,0.5,,7.0,6.6,0.005,,,0.005,0.89,,,13.0,,,,10.0,9.5,84.1%,
S,25,18-Sep-1986,,7.25,97.6,,0.5,5.0,4.0,6.7,0.005,,,0.005,1.07,,,12.8,,,,9.0,9.0,77.9%,
S,25,2-Oct-1986,,7.17,100.0,,,3.0,5.0,6.5,0.005,,,0.005,1.06,,,12.5,,,,9.5,8.6,75.3%,
S,25,23-Oct-1986,,7.39,97.0,,0.5,4.0,4.0,7.4,0.020,,,0.010,0.88,,,13.0,,,,13.0,9.1,86.3%,
S,25,5-Nov-1986,,7.58,102.0,,,4.0,4.0,6.7,0.005,,,0.005,0.78,,,12.8,,,,11.0,9.7,87.9%,
S,25,19-Nov-1986,,7.44,103.0,,,2.0,4.0,6.9,0.005,,,0.005,0.97,,,12.3,,,,8.5,9.9,84.6%,
S,25,11-Feb-1987,,7.47,104.0,,,3.0,5.0,6.1,0.005,3.51,,0.005,0.98,,,13.4,,,,2.0,14.4,104.1%,
S,25,16-Apr-1987,,7.54,93.0,,1.0,2.0,4.0,6.0,0.020,3.63,,0.005,0.94,,,12.8,,,,3.3,13.0,97.3%,
S,25,1-May-1987,,7.65,104.0,,0.5,2.0,4.0,6.5,0.020,3.28,,0.005,1.00,,,13.3,,,,5.5,12.4,98.3%,
S,25,14-May-1987,,7.45,90.7,,2.0,3.0,4.0,7.2,0.005,,,0.005,0.94,,,,,,,6.0,13.1,105.2%,
S,25,28-May-1987,,7.19,96.9,,0.5,3.0,5.0,7.0,0.020,,,0.005,0.96,,,13.1,,,,7.0,11.7,96.4%,
S,25,11-Jun-1987,,7.38,105.9,,0.5,6.0,7.0,6.8,0.005,,,0.005,0.96,,,13.0,,,,8.0,10.5,88.7%,
S,25,25-Jun-1987,,7.33,121.2,,0.5,5.0,5.0,6.9,0.005,,,0.005,0.92,,,13.0,,,,9.0,10.4,90.0%,
S,25,16-Jul-1987,,7.13,94.3,,0.5,1.0,4.0,6.8,0.005,,,0.005,0.90,,,12.8,,,,9.5,10.1,88.4%,
S,25,6-Aug-1987,,7.20,98.0,,1.0,6.0,6.0,7.5,0.020,,,0.010,1.08,,,11.4,,,,9.4,10.2,89.0%,
S,25,27-Aug-1987,,7.27,103.0,,0.5,3.0,3.0,6.4,0.005,,,0.005,0.91,,,12.5,,,,9.2,10.3,89.5%,
S,25,16-Sep-1987,,7.21,103.0,,1.0,2.0,4.0,7.4,0.010,,,0.005,1.04,,,11.8,,,,9.0,8.7,75.3%,
S,25,14-Oct-1987,,7.53,103.0,,,3.0,5.0,7.1,0.010,,,0.005,0.86,,,11.1,,,,12.8,8.9,84.1%,
S,25,29-Oct-1987,,7.71,104.0,,1.0,2.0,4.0,7.2,0.005,,,0.005,0.85,,,11.3,,,,11.5,8.8,80.7%,
S,25,13-Nov-1987,,7.57,104.0,,0.5,1.0,3.0,7.0,0.010,,,0.005,0.90,,,11.8,,,,9.0,10.1,87.4%,
S,25,11-Feb-1988,,7.41,105.0,27.5,0.5,2.0,4.0,8.5,0.030,3.70,,0.005,1.00,,2.3,9.9,,,,1.2,4.1,29.0%,
S,25,15-Apr-1988,,7.54,104.0,,,2.0,4.0,7.5,0.020,3.50,,0.030,1.00,,,12.2,,,,4.0,13.0,99.2%,
S,25,27-Apr-1988,,7.61,100.0,,0.5,2.0,4.0,7.5,0.040,,,0.010,1.00,,2.3,13.1,,,,4.8,12.7,98.9%,
S,25,11-May-1988,,7.64,102.0,,0.5,2.0,5.0,7.3,0.020,,,0.005,0.90,,,10.4,,,,6.0,11.6,93.2%,
S,25,25-May-1988,,7.68,105.0,,0.5,2.0,6.0,7.3,0.005,,,0.005,1.00,,,9.4,,,,7.8,11.7,98.3%,
S,25,8-Jun-1988,,7.64,88.0,,2.0,3.0,6.0,7.2,0.020,,,0.010,0.90,,,10.5,,,,8.0,11.6,98.0%,
S,25,22-Jun-1988,,7.43,103.3,,1.0,3.0,9.0,6.6,0.020,,,0.020,1.00,,,9.8,,,,10.8,11.8,106.5%,
S,25,14-Jul-1988,,7.34,96.6,,2.0,2.0,5.0,7.2,0.005,,,0.020,1.00,,,11.0,,,,8.5,10.6,90.6%,
S,25,2-Aug-1988,,7.28,95.4,,1.0,2.0,7.0,7.1,0.010,,,0.005,0.90,,,10.5,,,,11.8,9.7,89.6%,
S,25,25-Aug-1988,,7.06,96.1,,2.0,3.0,8.0,7.4,0.020,,,0.005,1.00,,,11.2,,,,9.0,9.0,77.9%,
S,25,9-Sep-1988,,7.11,94.6,,0.5,0.5,4.0,7.6,0.020,,,0.005,1.00,,,10.9,,,,13.2,9.9,94.3%,
S,25,27-Sep-1988,,7.00,95.0,,0.5,2.0,4.0,7.3,0.030,,,0.005,1.10,,,10.5,,,,13.0,8.3,78.7%,
S,25,20-Oct-1988,,7.15,94.9,,0.5,2.0,4.0,7.3,0.020,,,0.005,1.00,,,10.3,,,,12.8,8.6,81.2%,
S,25,2-Nov-1988,,7.37,95.2,,0.5,3.0,4.0,7.7,0.010,,,0.005,1.00,,,11.0,,,,11.0,9.6,87.0%,
S,25,16-Nov-1988,,7.27,98.8,,0.5,2.0,4.0,7.5,0.010,,,0.070,1.00,,,11.7,,,,9.5,9.8,85.8%,
S,25,1-Mar-1989,,7.65,105.0,,,2.0,4.0,7.3,,,,,1.20,,,11.2,,,,1.0,12.8,90.0%,
S,25,20-Apr-1989,,7.60,99.0,,1.0,3.0,4.0,7.6,0.020,,,0.005,0.95,4.5,,12.0,,,,3.2,12.9,96.3%,
S,25,18-May-1989,,7.72,101.0,,1.0,2.0,4.0,7.6,0.005,,,0.005,0.91,,,12.3,,,,5.3,12.6,99.4%,
S,25,16-Jun-1989,,7.48,96.8,,0.5,2.0,4.0,8.5,,,,,0.95,,,13.2,,,,6.5,11.8,96.0%,
S,25,12-Jul-1989,,7.46,93.2,,1.0,2.0,4.0,7.5,0.005,,,0.005,0.89,,,10.5,,,,7.0,10.8,90.0%,
S,25,9-Aug-1989,,7.37,95.0,,0.5,2.0,4.0,7.5,0.005,,,0.005,0.89,,,9.7,,,,6.5,10.1,88.0%,
S,25,6-Sep-1989,,7.35,102.0,,1.0,2.0,6.0,7.5,0.010,,,0.005,0.88,,,10.0,,,,7.0,10.4,85.7%,
S,25,11-Oct-1989,,7.13,93.0,,0.5,2.0,6.0,7.5,0.040,,,0.005,1.05,,,9.7,,,,7.0,8.6,70.8%,
S,25,7-Nov-1989,,7.63,92.0,,0.5,3.0,4.0,7.8,0.010,,,0.005,0.87,,,10.5,,,,9.0,10.2,88.2%,
S,25,21-Feb-1990,,7.51,99.0,28.0,0.5,2.0,4.0,8.1,0.030,2.96,,0.010,1.04,4.8,,13.4,0.53,0.025,,3.1,10.8,80.4%,
S,25,26-Apr-1990,,7.68,98.0,,1.0,2.0,6.0,7.1,0.030,2.69,,0.005,0.72,5.0,,13.4,0.48,0.025,,3.5,12.2,91.8%,
S,25,23-May-1990,,7.75,101.0,,0.5,2.0,6.0,8.5,0.040,3.28,,0.005,0.54,4.3,,13.4,0.52,0.025,,5.5,11.8,93.6%,
S,25,27-Jun-1990,,7.47,98.0,,1.0,2.0,4.0,7.7,0.040,3.38,,0.005,1.05,4.9,,8.7,0.45,,,10.0,11.2,99.2%,
S,25,18-Jul-1990,,7.43,99.0,,0.5,3.0,4.0,8.1,0.040,3.51,,0.005,0.89,,,,,,,11.5,10.2,93.5%,
S,25,15-Aug-1990,,7.07,98.0,,0.5,2.0,5.0,7.8,0.070,2.87,,0.020,1.07,5.0,,9.6,,,,10.9,10.0,90.0%,
S,25,13-Sep-1990,,7.25,116.0,,0.5,2.0,7.0,8.0,0.050,2.91,,0.005,0.96,5.0,,8.7,,,,10.2,6.8,60.5%,
S,25,10-Oct-1990,,7.22,98.0,,0.5,,5.0,8.1,0.010,2.86,,0.010,0.90,5.1,,10.2,,,,12.5,8.0,75.0%,
S,25,14-Nov-1990,,7.43,86.0,,0.5,2.0,5.0,8.4,0.020,2.92,,0.005,1.02,,,,,,,10.0,8.7,77.1%,
S,25,13-Feb-1991,,7.47,93.0,27.5,2.0,2.0,4.0,9.5,0.050,3.03,,0.005,1.02,,,8.3,,,,1.9,10.5,75.7%,
S,25,11-Apr-1991,,7.74,95.0,,2.0,1.0,5.0,8.1,0.030,2.91,,0.005,0.87,,,9.1,,,,5.0,11.9,93.2%,
S,25,8-May-1991,,7.56,95.0,,1.0,3.0,4.0,8.2,0.030,2.97,,0.005,1.05,,,9.0,,,,5.5,11.6,92.0%,
S,25,6-Jun-1991,,7.39,92.0,,0.5,2.0,4.0,8.2,0.020,2.87,,0.020,0.88,,,8.8,,,,8.9,10.3,88.9%,
S,25,10-Jul-1991,,7.25,95.0,,1.0,3.0,6.0,8.3,0.005,2.95,,0.030,0.93,,,8.3,,,,9.8,11.2,98.7%,
S,25,8-Aug-1991,,7.18,94.0,,1.0,3.0,5.0,7.7,0.005,2.92,,0.010,0.89,,,8.5,,,,8.0,9.1,76.9%,
S,25,10-Sep-1991,,7.05,90.0,,1.0,,5.0,8.2,0.020,2.60,,0.010,0.88,,,8.1,,,,9.0,9.1,78.7%,
S,25,16-Oct-1991,,7.01,99.0,,1.0,2.0,6.0,8.7,0.030,2.79,,0.005,1.14,,,8.4,,,,10.2,7.6,67.6%,
S,25,12-Nov-1991,,7.42,102.0,,1.0,2.0,4.0,8.6,0.010,2.93,,0.010,1.00,,,7.5,,,,9.0,9.3,80.4%,
S,25,18-Feb-1992,,7.46,101.0,,0.5,2.0,4.0,9.0,0.005,3.09,,0.005,1.15,,,8.4,,,,1.0,9.1,64.0%,
S,25,27-Apr-1992,,7.56,99.0,,1.0,0.5,3.0,9.3,0.005,3.17,,0.005,0.91,,,9.0,,,,3.8,12.2,92.6%,
S,25,6-May-1992,,7.51,98.0,,1.0,3.0,4.0,9.1,0.005,3.13,,0.005,1.06,,,8.9,,,,5.2,12.3,96.8%,
S,25,21-May-1992,,7.53,97.0,,0.5,,,9.2,0.010,3.19,,0.005,1.08,,,8.6,,,,5.5,10.9,86.4%,
S,25,18-Jun-1992,,7.35,98.0,,0.5,2.0,5.0,8.7,0.010,2.72,,0.005,1.07,,,9.3,,,,7.0,10.4,85.7%,
S,25,16-Jul-1992,,7.32,107.0,,1.0,2.0,6.0,8.5,0.005,2.70,,0.005,1.04,,,10.0,,,,8.0,9.7,81.9%,
S,25,11-Aug-1992,,7.38,93.0,,0.5,2.0,6.0,8.6,0.005,2.65,,0.005,0.85,,,9.8,,,,9.0,9.7,83.9%,
S,25,10-Sep-1992,,7.14,101.0,,1.0,2.0,5.0,8.6,0.010,2.80,,0.005,1.10,,,9.4,,,,9.0,9.2,79.6%,
S,25,7-Oct-1992,,7.04,98.0,,0.5,3.0,5.0,8.9,0.010,2.79,,0.010,1.63,,,9.1,,,,9.0,8.2,70.9%,
S,25,2-Nov-1992,,7.63,98.0,,0.5,2.0,4.0,9.5,0.005,2.75,,0.020,1.44,,,8.4,,,,10.5,10.0,89.6%,
S,25,3-Mar-1993,,7.51,97.0,,0.5,2.0,3.0,9.0,0.020,,,0.005,1.00,5.2,,,,,,1.0,10.6,75.0%,
S,25,2-Apr-1993,,7.45,105.0,,0.5,6.0,6.0,9.1,0.030,,,0.010,1.09,5.0,,,,,,1.0,10.2,71.7%,
S,25,6-May-1993,,7.68,101.0,,0.5,3.0,3.0,10.0,0.030,,,0.005,1.23,4.8,,,,,,3.8,12.1,91.8%,
S,25,19-May-1993,,7.51,97.0,,0.5,2.0,5.0,10.1,0.020,,,0.005,1.19,5.0,,,,,,4.5,11.9,92.0%,
S,25,10-Jun-1993,,7.62,95.0,,1.0,3.0,3.0,10.4,0.010,,,0.010,1.10,5.2,,,,,,6.0,11.4,91.6%,
S,25,13-Jul-1993,,7.46,97.0,,0.5,1.0,4.0,8.5,0.020,,,0.005,1.20,4.8,,,,,,5.5,10.2,80.9%,
S,25,17-Aug-1993,,7.40,103.0,,0.5,2.0,4.0,8.4,0.030,,,0.005,1.30,5.0,,,,,,5.5,11.5,91.2%,
S,25,14-Sep-1993,,7.35,106.0,,0.5,2.0,5.0,8.7,0.010,,,0.005,1.10,5.3,,,,,,8.0,11.4,96.3%,
S,25,19-Oct-1993,,7.41,93.0,,0.5,2.0,4.0,9.5,0.040,,,0.005,0.90,6.7,,,,,,9.0,9.4,81.3%,
S,25,16-Nov-1993,,7.60,92.0,,0.5,2.0,3.0,8.9,0.020,,,0.005,1.14,5.4,,,,,,9.0,11.8,102.1%,
S,25,28-Feb-1994,,7.56,116.0,,0.5,2.0,4.0,10.5,0.030,3.06,,0.010,1.07,,,,,,,,,,
S,25,3-May-1994,,7.65,108.0,,0.5,1.0,2.0,9.5,0.040,2.81,,0.010,1.10,,,12.9,,,,,,,
S,25,17-May-1994,,7.55,106.0,,0.5,2.0,3.0,9.1,0.030,2.65,,0.005,1.09,,,10.8,,,,,,,
S,25,2-Jun-1994,,7.76,107.0,,0.5,0.5,3.0,8.7,0.030,2.53,,0.005,1.12,,,10.4,,,,,,,
S,25,6-Jul-1994,,7.52,100.0,,0.5,1.0,4.0,7.9,0.010,2.44,,0.030,0.96,,,10.7,,,,,,,
S,25,3-Aug-1994,,7.19,100.0,,0.5,2.0,6.0,9.4,0.030,2.80,,0.020,1.13,,,10.8,,,,,,,
S,25,13-Sep-1994,,7.29,110.0,,0.5,,7.0,9.6,0.030,2.83,,0.005,1.14,,,10.4,,,,,,,
S,25,6-Oct-1994,,7.32,108.0,,1.0,1.0,5.0,9.6,0.060,2.87,,0.010,1.28,,,10.7,,,,,,,
S,25,3-Nov-1994,,7.68,117.0,,0.5,2.0,4.0,9.7,0.005,2.82,,0.005,1.00,,,10.3,,,,,,,
S,25,16-Nov-1994,,7.71,105.0,,1.0,2.0,3.0,10.1,0.005,2.99,,0.005,1.10,,,11.2,,,,,,,
S,25,9-Mar-1995,,,,,,,,,,,,,,,,,,,,,,,
S,25,12-Apr-1995,,7.72,107.0,,2.0,1.0,3.0,9.6,0.040,,,0.020,1.25,7.1,,12.1,,,,3.3,12.8,95.8%,
S,25,25-Apr-1995,,7.71,109.0,,1.0,1.0,3.0,9.6,0.040,,,0.005,1.18,3.7,,10.4,,,,4.1,12.6,96.4%,
S,25,10-May-1995,,7.74,107.0,,1.0,1.0,6.0,9.8,0.040,,,0.010,1.18,5.7,,10.7,,,,6.4,11.5,93.3%,
S,25,24-May-1995,,7.71,107.0,,1.0,3.0,3.0,9.3,0.030,,,0.010,1.20,5.8,,12.6,,,,6.0,12.5,100.4%,
S,25,7-Jun-1995,,7.76,108.0,,0.5,2.0,2.0,9.5,0.020,,,0.020,0.94,5.8,,12.7,,,,7.5,11.6,96.7%,
S,25,22-Jun-1995,,7.64,108.0,,1.0,2.0,3.0,10.4,0.005,2.97,,0.010,1.04,5.9,,12.3,,,,8.2,11.2,95.0%,
S,25,19-Jul-1995,,7.74,108.0,,0.5,3.0,6.0,10.5,0.005,,,0.005,0.94,5.8,,10.9,,,,10.5,11.1,99.5%,
S,25,23-Aug-1995,,7.41,107.0,,0.5,3.0,4.0,12.8,0.005,2.82,,0.010,1.15,5.9,,10.6,,,,10.0,9.6,85.0%,
S,25,19-Sep-1995,,7.48,108.0,,1.0,2.0,5.0,,0.005,,,0.020,1.12,5.8,,11.7,,,,9.0,9.8,84.8%,
S,25,25-Oct-1995,,7.55,108.0,,0.5,2.0,5.0,10.9,0.005,,,0.020,1.06,5.9,,12.1,,,,14.4,8.9,87.1%,
S,25,16-Nov-1995,,7.43,112.0,,1.0,5.0,6.0,10.8,0.020,,,0.020,1.33,5.8,,11.2,,,,10.1,10.3,91.4%,
S,25,20-Feb-1996,,7.65,111.0,,2.0,0.5,3.0,10.0,0.020,2.59,,0.010,1.25,,,11.9,,,,0.5,14.4,100.0%,
S,25,18-Apr-1996,,7.63,106.0,,0.5,2.0,3.0,9.5,0.030,2.50,,0.005,1.14,,,11.3,,,,4.7,13.4,104.1%,
S,25,2-May-1996,,7.70,107.0,,0.5,2.0,5.0,11.4,0.050,2.70,,0.020,1.09,,,12.5,,,,6.5,8.3,67.5%,
S,25,15-May-1996,,7.61,102.0,,0.5,2.0,3.0,9.9,0.020,2.80,,0.020,1.09,,,11.3,,,,7.9,12.5,105.3%,
S,25,28-May-1996,,7.55,103.0,,0.5,2.0,4.0,10.4,0.030,2.80,,0.040,1.19,,,11.3,,,,7.0,12.3,101.3%,
S,25,12-Jun-1996,,7.43,111.0,,0.5,2.0,5.0,9.8,0.040,2.80,,0.010,1.15,,,11.4,,,,7.8,11.2,94.1%,
S,25,10-Jul-1996,,7.59,124.0,,0.5,2.0,4.0,9.6,0.030,2.70,,0.010,1.06,,,11.4,,,,8.5,10.0,85.5%,
S,25,6-Aug-1996,,7.37,106.0,,0.5,2.0,4.0,10.2,0.020,2.80,,0.005,1.00,,,,,,,11.5,10.6,97.2%,
S,25,4-Sep-1996,,7.22,104.0,,0.5,2.0,4.0,10.1,0.070,2.80,,0.005,1.26,,,9.8,,,,10.0,10.6,93.9%,
S,25,1-Oct-1996,,7.05,106.0,,0.5,3.0,7.0,10.1,0.090,2.80,,0.005,1.79,,,11.0,,,,9.8,8.6,75.8%,
S,25,16-Oct-1996,,7.11,102.0,,1.0,2.0,6.0,9.8,0.070,2.70,,0.005,1.47,,,11.4,,,,13.0,8.2,77.8%,
S,25,6-Nov-1996,,7.67,101.0,,0.5,2.0,3.0,10.1,0.005,2.50,,0.005,1.33,,,12.0,,,,13.5,9.6,92.1%,
S,25,18-Feb-1997,,7.58,103.0,,0.5,1.7,3.5,10.2,0.050,2.72,0.17,0.005,1.17,5.9,2.4,10.4,,,,1.9,13.6,98.1%,
S,25,23-Apr-1997,,7.59,108.0,,0.5,1.7,6.6,9.9,0.036,2.65,0.13,0.005,1.22,5.8,2.4,10.6,,,,4.1,10.1,77.2%,
S,25,8-May-1997,,7.35,110.0,,0.5,1.9,4.0,9.8,0.030,2.67,0.14,0.005,1.19,5.7,2.4,10.4,,,,5.3,12.9,101.8%,
S,25,21-May-1997,,7.62,109.0,,1.1,1.5,3.8,9.0,0.020,2.80,0.17,0.012,1.08,5.5,2.4,11.0,,,,7.0,13.0,106.8%,
S,25,4-Jun-1997,,7.62,118.0,,1.4,2.4,3.4,9.3,0.010,3.83,0.17,0.005,0.95,5.7,2.4,11.6,,,,7.9,10.9,91.8%,
S,25,17-Jun-1997,,7.47,107.8,,0.5,1.2,4.7,9.4,0.058,2.98,0.19,0.021,1.44,5.7,2.4,11.1,,,,7.4,13.0,108.2%,
S,25,23-Jul-1997,,7.36,101.0,,0.5,4.3,4.2,9.0,0.030,2.90,0.22,0.020,0.96,5.8,2.4,11.3,,,,8.5,9.6,82.1%,
S,25,20-Aug-1997,,7.50,106.2,,0.5,2.8,4.4,8.6,0.013,3.14,0.10,0.011,0.90,5.6,2.3,11.4,,,,9.7,10.3,90.6%,
S,25,23-Sep-1997,,7.19,106.2,,2.9,2.1,5.4,9.0,0.005,3.15,0.11,0.005,0.93,5.6,2.3,11.0,,,,10.2,6.3,55.6%,
S,25,21-Oct-1997,,7.17,108.0,,3.6,4.1,5.2,9.3,0.028,3.09,0.15,0.005,1.03,5.6,2.2,11.0,,,,10.0,8.5,75.3%,
S,25,5-Nov-1997,,7.38,108.4,,1.5,1.7,3.6,9.9,0.013,2.73,0.14,0.005,0.90,5.7,2.2,11.3,,,,11.9,9.3,85.6%,
S,25,16-Apr-1998,,7.64,107.0,,1.9,1.7,4.5,10.5,0.022,2.54,0.14,0.021,0.98,6.2,2.2,10.6,,,,4.2,13.1,100.8%,
S,25,29-Apr-1998,,7.81,111.5,,1.5,1.2,4.4,10.4,0.016,2.54,0.14,0.005,0.93,5.9,2.2,11.0,,,,7.0,11.9,98.1%,
S,25,13-May-1998,,7.30,105.7,,0.5,1.6,4.9,10.1,0.041,2.66,0.14,0.014,1.03,5.5,2.3,10.4,,,,5.8,12.3,98.6%,
S,25,27-May-1998,,7.49,100.2,,1.6,1.7,3.9,10.2,0.005,2.54,0.16,0.011,0.86,5.7,2.3,11.4,,,,6.6,13.3,108.3%,
S,25,9-Jun-1998,,7.29,107.6,,1.2,2.3,6.1,10.2,0.026,2.72,0.17,0.015,0.92,5.7,2.2,10.7,,,,6.0,10.6,85.2%,
S,25,15-Jul-1998,,7.18,109.2,,1.2,2.1,4.7,10.2,0.005,2.58,0.16,0.021,0.83,5.6,2.4,10.6,,,,7.3,9.7,80.5%,
S,25,5-Aug-1998,,7.35,109.4,,1.4,1.7,3.9,9.0,0.020,2.34,0.17,0.016,0.82,5.9,2.2,10.2,,,,7.1,7.1,58.9%,
S,25,2-Sep-1998,,7.37,107.8,,0.5,2.1,4.7,10.1,0.005,2.01,0.17,0.007,0.94,5.7,2.2,10.9,,,,8.1,7.6,64.6%,
S,25,29-Sep-1998,,7.55,105.8,,1.0,2.4,6.0,10.3,0.005,2.64,0.15,0.005,0.81,5.7,2.1,10.1,,,,9.0,6.2,53.7%,
S,25,12-Oct-1998,,7.26,104.6,,1.4,1.7,4.5,10.3,0.041,2.73,0.16,0.005,0.99,5.8,2.2,11.6,,,,9.5,10.5,91.6%,
S,25,3-Nov-1998,,7.73,102.1,,1.3,1.2,5.0,10.7,0.005,2.66,0.14,0.005,0.78,5.9,2.2,11.0,,,,12.4,8.8,82.7%,
S,25,2-Mar-1999,,7.69,105.0,,0.5,1.9,3.2,11.0,0.021,2.79,0.13,0.005,0.96,5.8,2.3,11.3,,,,2.1,13.6,98.6%,
S,25,15-Apr-1999,,7.71,103.6,,1.5,1.5,4.3,10.7,0.014,2.71,0.16,0.005,0.98,5.6,2.3,11.5,,,,4.2,13.3,102.0%,
S,25,28-Apr-1999,,7.72,105.3,,1.8,1.7,3.3,10.5,0.013,2.82,0.13,0.005,0.89,6.6,2.6,12.2,,,,5.6,13.1,104.2%,
S,25,11-May-1999,,7.71,104.9,,1.0,1.8,3.3,10.9,0.005,2.80,0.15,0.005,0.92,6.2,2.2,11.5,,,,6.0,13.0,104.4%,
S,25,25-May-1999,,7.68,101.3,,1.4,2.3,5.1,10.1,0.016,3.53,0.14,0.030,0.84,6.4,2.2,11.3,,,,6.2,12.6,101.7%,
S,25,8-Jun-1999,,7.64,99.6,,0.5,1.3,3.5,11.0,0.010,2.63,0.17,0.005,0.83,6.4,2.4,11.2,,,,7.8,11.7,98.3%,
S,25,22-Jun-1999,,7.54,97.9,,1.2,1.8,4.1,10.9,0.008,2.62,0.17,0.005,0.90,6.4,2.4,11.5,,,,7.3,9.7,80.5%,
S,25,20-Jul-1999,,7.56,102.6,,1.2,2.2,5.1,10.4,0.011,2.59,0.15,0.005,0.85,6.2,2.4,11.2,,,,7.9,7.3,61.5%,
S,25,10-Aug-1999,,7.54,109.8,,1.3,2.3,4.6,10.4,0.007,2.59,0.18,0.005,0.86,5.9,2.4,11.8,,,,7.9,12.5,105.3%,
S,25,8-Sep-1999,,7.41,109.4,,1.4,2.0,5.0,10.0,0.005,2.57,0.22,0.005,0.88,6.0,2.3,11.3,,,,8.7,9.2,78.8%,
S,25,5-Oct-1999,,7.17,106.8,,0.5,2.3,5.4,10.9,0.035,2.64,0.16,0.005,1.18,6.1,2.4,10.7,,,,10.2,8.5,75.5%,
S,25,21-Oct-1999,,7.44,112.5,,1.2,0.7,2.8,10.9,0.008,2.65,0.15,0.005,0.93,6.2,2.4,11.2,,,,13.9,7.4,71.6%,
S,25,3-Nov-1999,,7.65,105.6,,0.5,0.5,2.8,11.7,0.005,2.75,0.16,0.005,0.79,6.2,2.3,10.9,,,,12.4,8.4,78.6%,
S,25,2-Mar-2000,,7.47,107.6,,1.9,2.3,3.8,12.3,0.016,3.18,0.19,0.010,0.87,7.9,2.4,11.7,,,,2.4,13.6,,
S,25,13-Apr-2000,,7.45,106.8,,2.1,3.2,4.4,11.5,0.022,2.63,0.16,0.005,0.80,8.0,2.1,11.5,,,,3.7,12.9,97.6%,
S,25,26-Apr-2000,,7.56,107.4,,2.8,1.0,4.9,11.5,0.017,2.85,0.13,0.005,0.84,6.2,2.3,10.1,,,,4.6,13.5,44.5%,
S,25,10-May-2000,,7.52,104.3,,1.6,1.8,3.9,11.2,0.007,2.89,0.14,0.005,0.84,6.0,2.4,10.6,,,,5.4,13.4,,
S,25,24-May-2000,,7.51,108.8,,1.0,2.1,4.1,11.9,0.005,2.78,0.16,0.005,0.80,6.1,2.3,9.6,,,,6.6,10.6,,
S,25,7-Jun-2000,,7.76,102.5,,2.2,2.1,5.2,11.7,0.005,2.97,0.16,0.005,0.69,6.0,2.3,9.8,,,,8.6,9.7,,
S,25,28-Jun-2000,,7.45,113.3,,1.2,2.5,5.9,11.5,0.022,2.81,0.13,0.020,0.96,6.5,2.4,10.6,,,,6.9,11.7,96.1%,
S,25,27-Jul-2000,,7.35,106.1,,1.4,0.5,4.7,11.3,0.033,2.54,0.15,0.012,0.92,6.5,2.4,10.8,,,,8.5,11.6,99.1%,
S,25,25-Aug-2000,,7.25,107.1,,0.5,1.7,4.5,11.3,0.040,2.78,0.14,0.005,0.85,6.5,2.3,9.0,,,,11.4,9.2,84.2%,
S,25,20-Sep-2000,,7.35,109.5,,0.5,2.0,3.7,11.4,0.023,2.92,0.12,0.005,0.94,6.2,2.3,11.8,,,,9.3,9.6,83.6%,
S,25,17-Oct-2000,,7.19,100.4,,2.0,1.5,4.7,10.4,0.052,2.79,0.11,0.005,0.93,6.5,2.4,11.2,,,,8.7,8.1,69.6%,
S,25,2-Nov-2000,,7.84,106.0,,1.3,2.1,3.7,11.1,0.005,2.82,0.14,0.005,0.57,6.5,2.3,10.6,,,,11.5,10.3,94.5%,
S,25,1-Mar-2001,,7.48,110.5,,1.4,2.1,4.3,11.8,0.030,2.45,0.17,0.005,0.99,6.9,2.3,10.6,,,,5.7,10.4,82.9%,
S,25,2-May-2001,,7.24,105.2,,1.3,3.3,4.0,12.2,0.005,2.45,0.15,0.005,0.92,6.4,2.2,10.4,,,,8.6,8.4,72.0%,
S,25,15-May-2001,,7.15,108.2,,1.3,2.7,4.7,12.5,0.020,2.47,0.15,0.005,0.93,6.6,2.2,9.6,,,,9.4,10.0,87.3%,
S,25,29-May-2001,,7.67,104.3,,1.3,3.2,4.9,11.4,0.010,2.26,0.14,0.005,0.74,5.9,2.2,11.1,0.57,,,9.2,10.5,91.3%,
S,25,12-Jun-2001,,7.32,103.9,,1.7,2.5,4.9,12.8,0.020,2.47,0.17,0.005,0.81,6.2,2.3,10.4,0.56,,,9.3,10.5,100.0%,
S,25,26-Jun-2001,,7.12,111.2,,1.5,2.1,4.5,10.8,0.030,2.48,0.16,0.011,0.81,6.6,2.3,10.0,,,,9.4,10.4,90.8%,
S,25,25-Jul-2001,,7.18,114.9,,0.5,2.8,6.6,10.7,0.014,2.81,0.12,0.005,0.75,6.6,2.3,10.6,,,,7.8,13.1,110.1%,
S,25,23-Aug-2001,,7.27,108.8,,1.8,1.6,4.6,10.8,0.018,2.65,0.12,0.005,0.82,6.5,2.2,10.7,,,,8.1,11.5,97.4%,
S,25,21-Sep-2001,,7.08,110.5,,2.8,2.2,4.9,10.8,0.018,2.55,0.14,0.005,0.80,7.1,2.2,10.0,,,,9.1,10.4,90.2%,
S,25,18-Oct-2001,,7.18,107.6,,0.5,2.6,5.0,10.7,0.031,2.41,0.14,0.005,0.92,6.3,2.2,9.1,,,,9.5,9.7,84.9%,
